	Kingdom	Phylum	Class	Order	Family	Genus
ASV 262 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 263 _	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV 264 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 265 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
ASV 266 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 267 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 268 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 269 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 270 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 271 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 272 _	Bacteria	Actinobacteria	WCHB1-81	NA	NA	NA
ASV 273 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 274 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 275 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 276 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033	NA
ASV 277 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 278 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 279 _	Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	NA	NA
ASV 280 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 281 _	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44
ASV 282 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 283 _	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
ASV 284 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
ASV 285 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV 286 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 287 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 288 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA
ASV 289 _	Bacteria	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA	NA
ASV 290 _	Archaea	Asgardaeota	Lokiarchaeia	NA	NA	NA
ASV 291 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 292 _	Bacteria	Acidobacteria	Subgroup_21	NA	NA	NA
ASV 293 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 294 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 295 _	Bacteria	NA	NA	NA	NA	NA
ASV 296 _	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	NA	NA
ASV 297 _	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV 298 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 299 _	Bacteria	Actinobacteria	Coriobacteriia	CG2-30-50-142	NA	NA
ASV 300 _	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV 301 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 302 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 303 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 304 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 305 _	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	NA	NA
ASV 306 _	Bacteria	WS1	NA	NA	NA	NA
ASV 307 _	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1
ASV 308 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 309 _	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	NA	NA
ASV 310 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 311 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 312 _	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA
ASV 313 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
ASV 314 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 315 _	Archaea	Asgardaeota	Lokiarchaeia	NA	NA	NA
ASV 316 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA
ASV 317 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 318 _	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV 319 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 320 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA
ASV 321 _	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV 322 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 323 _	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Motiliproteus
ASV 324 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV 325 _	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
ASV 326 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 327 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 328 _	Archaea	Asgardaeota	Lokiarchaeia	NA	NA	NA
ASV 329 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 330 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 331 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 332 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 333 _	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1
ASV 334 _	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
ASV 335 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 336 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV 337 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 338 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV 339 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 340 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA
ASV 341 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 342 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 343 _	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
ASV 344 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 345 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 346 _	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
ASV 347 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033	NA
ASV 348 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 349 _	Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	NA	NA
ASV 350 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 351 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 352 _	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	NA	NA
ASV 353 _	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV 354 _	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	NA
ASV 355 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 356 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 357 _	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA
ASV 358 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 359 _	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
ASV 360 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 361 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 362 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 363 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_23
ASV 364 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 365 _	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1
ASV 366 _	Bacteria	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA	NA
ASV 367 _	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA
ASV 368 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV 369 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
ASV 370 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV 371 _	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV 372 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 373 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 374 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 375 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 376 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV 377 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	GWA2-50-13	NA
ASV 378 _	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	NA
ASV 379 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 380 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 381 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 382 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 383 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV 384 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 385 _	Archaea	Asgardaeota	Lokiarchaeia	NA	NA	NA
ASV 386 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 387 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 388 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 389 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 390 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 391 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
ASV 392 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 393 _	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosomonas
ASV 394 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
ASV 395 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 396 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 397 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 398 _	Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	PHOS-HE36	NA
ASV 399 _	Bacteria	Patescibacteria	WWE3	NA	NA	NA
ASV 400 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 401 _	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
ASV 402 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 403 _	Bacteria	Rokubacteria	NC10	Methylomirabilales	Methylomirabilaceae	wb1-A12
ASV 404 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 405 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group
ASV 406 _	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV 407 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 408 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 409 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 410 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 411 _	Bacteria	Proteobacteria	Deltaproteobacteria	NKB15	NA	NA
ASV 412 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 413 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV 414 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 415 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoconvexum
ASV 416 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 417 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 418 _	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
ASV 419 _	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV 420 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 421 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 422 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 423 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 424 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group
ASV 425 _	Bacteria	WS1	NA	NA	NA	NA
ASV 426 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 427 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 428 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 429 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 430 _	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia
ASV 431 _	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV 432 _	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
ASV 433 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA
ASV 434 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 435 _	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	NA	NA
ASV 436 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 437 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	NA
ASV 438 _	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76
ASV 439 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033	NA
ASV 440 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 441 _	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
ASV 442 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 443 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 444 _	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
ASV 445 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 446 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 447 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
ASV 448 _	Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	PHOS-HE36	NA
ASV 449 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 450 _	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA
ASV 451 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 452 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	NA
ASV 453 _	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
ASV 454 _	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	NA	NA
ASV 455 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 456 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 457 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV 458 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 459 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 460 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 461 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 462 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58
ASV 463 _	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
ASV 464 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 465 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 466 _	Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	PHOS-HE36	NA
ASV 467 _	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
ASV 468 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 469 _	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV 470 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 471 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV 472 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV 473 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 474 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58
ASV 475 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 476 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 477 _	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
ASV 478 _	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosomonas
ASV 479 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 480 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
ASV 481 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 482 _	Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	PHOS-HE36	NA
ASV 483 _	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
ASV 484 _	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA
ASV 485 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
ASV 486 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV 487 _	Archaea	Asgardaeota	Lokiarchaeia	NA	NA	NA
ASV 488 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 489 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 490 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 491 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV 492 _	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
ASV 493 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio
ASV 494 _	Archaea	Asgardaeota	Lokiarchaeia	NA	NA	NA
ASV 495 _	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA
ASV 496 _	Bacteria	Acidobacteria	Subgroup_9	NA	NA	NA
ASV 497 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 498 _	Bacteria	Acidobacteria	Subgroup_21	NA	NA	NA
ASV 499 _	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA
ASV 500 _	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA
ASV 501 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 502 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 503 _	Bacteria	Actinobacteria	WCHB1-81	NA	NA	NA
ASV 504 _	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV 505 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 506 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
ASV 507 _	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	NA	NA
ASV 508 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
ASV 509 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 510 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 511 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 512 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV 513 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 514 _	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
ASV 515 _	Bacteria	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA	NA
ASV 516 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 517 _	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV 518 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 519 _	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV 520 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 521 _	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV 522 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group
ASV 523 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 524 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 525 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 526 _	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV 527 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
