	SRR6171591	SRR6171610	SRR6171613	SRR6171628	SRR6171632	SRR6171861	SRR6171863	SRR6171996	SRR6172005	SRR6172047	SRR6172048	SRR6172125	SRR6172126	SRR6172133	SRR6172162	SRR6172163	SRR6172165	SRR6172166	SRR6172218	SRR6172219	SRR6172263	SRR6172267	SRR6173526	SRR6173691	SRR6173720	SRR6173734	SRR6173743	SRR6173747	SRR6173774	SRR6173776
ASV 187 _	210	12	0	123	307	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	46	9	19	296	26	0	29
ASV 188 _	0	0	0	0	0	0	0	0	14	68	82	249	0	82	0	173	0	221	152	43	0	57	0	0	0	0	0	0	0	0
ASV 189 _	52	26	0	346	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	138	0	0	126	15	0	0
ASV 190 _	84	229	60	56	14	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	34	3	142	192	208	25	20
ASV 191 _	9	893	26	0	0	85	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	60	0	9
ASV 192 _	172	36	9	95	133	27	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	30	0	54	321	121	22	0
ASV 193 _	0	266	20	0	0	34	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	54	54	0	76	305	252
ASV 194 _	171	30	0	338	316	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	25	0	0	174	12	0	0
ASV 195 _	0	253	182	0	0	117	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	55	71	26	0	58	56	53
ASV 196 _	5	240	59	179	10	30	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	152	38	25	9	121	26	7
ASV 197 _	22	37	12	0	1	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	349	239	123	136
ASV 198 _	143	10	2	166	194	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	184	5	10	134	17	0	0
ASV 199 _	11	121	60	0	0	10	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	25	3	35	78	34
ASV 200 _	0	455	85	0	3	87	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	108	0	174	65	47
ASV 201 _	175	46	6	23	97	8	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	358	143	40	90
ASV 202 _	0	63	29	28	0	94	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	166	27	126	237	116
ASV 203 _	43	57	28	48	76	18	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	52	19	130	99	103	244	76
ASV 204 _	218	66	29	97	259	24	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	15	0	10	184	49	0	38
ASV 205 _	0	433	171	0	0	16	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	78	40	4	34	129	85
ASV 206 _	0	0	0	0	0	0	0	35	73	13	37	0	67	65	276	0	388	50	17	19	21	0	0	0	0	0	0	0	0	0
ASV 207 _	16	423	20	0	6	96	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	112	12	5	182	12	44
ASV 208 _	0	112	88	0	0	164	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	68	29	1	54	26	45
ASV 209 _	57	107	21	529	86	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	46	0	12	16	62	0	0
ASV 210 _	22	116	31	164	85	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	371	10	5	54	70	0	0
ASV 211 _	1	343	147	35	0	26	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	8	9	50	6	232	82	21
ASV 212 _	9	431	76	53	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	129	34	57	13	144	47	23
ASV 213 _	0	227	39	0	0	29	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	28	417	41	90
ASV 214 _	0	0	0	0	0	0	0	0	27	56	78	38	130	189	109	136	121	47	74	0	30	0	0	0	0	0	0	0	0	0
ASV 215 _	0	58	20	84	26	38	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	175	30	172	131	121	92	32
ASV 216 _	33	14	15	470	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	261	0	24	23	29	0	3
ASV 217 _	100	14	0	441	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	74	0	14	116	0	8	20
ASV 218 _	0	136	10	0	0	260	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	33	18	34	0	343	0	0
ASV 219 _	0	0	0	0	0	0	0	0	49	0	197	0	54	53	182	32	235	12	165	0	24	9	0	0	0	0	0	0	0	0
ASV 220 _	0	0	0	0	0	0	0	68	124	113	0	11	123	134	19	0	34	173	21	117	57	16	0	0	0	0	0	0	0	0
ASV 221 _	130	26	20	129	278	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	56	10	13	81	36	0	24
ASV 222 _	0	0	0	222	153	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	119	44	0	0	3	0	0
ASV 223 _	126	58	0	48	89	37	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	65	7	74	214	77	87	70
ASV 224 _	38	19	4	207	365	8	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	64	0	6	91	50	0	0
ASV 225 _	84	36	15	104	245	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	23	0	62	140	169	8	35
ASV 226 _	0	0	0	0	0	0	0	152	193	9	0	0	153	145	44	0	56	140	0	0	100	0	0	0	0	0	0	0	0	0
ASV 227 _	0	0	0	0	0	0	0	0	53	6	28	0	78	85	212	24	349	14	80	0	31	27	0	0	0	0	0	0	0	0
ASV 228 _	0	0	0	0	0	0	0	186	168	93	0	93	0	144	0	39	0	133	0	58	71	0	0	0	0	0	0	0	0	0
ASV 229 _	75	89	16	90	96	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	61	0	98	116	152	67	46
ASV 230 _	0	290	92	29	0	63	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	68	32	26	0	67	23	28
ASV 231 _	119	29	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	147	299	232	48	83
ASV 232 _	57	143	24	0	23	25	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	0	119	228	148	79	65
ASV 233 _	0	0	0	0	0	0	0	0	29	7	145	10	48	64	154	33	217	15	211	10	18	13	0	0	0	0	0	0	0	0
ASV 234 _	113	130	0	86	95	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	15	0	30	179	192	11	62
ASV 235 _	0	164	57	72	0	32	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	83	61	53	7	159	20	105
ASV 236 _	0	0	0	0	0	0	0	0	47	9	70	0	73	66	232	47	269	27	115	0	0	14	0	0	0	0	0	0	0	0
ASV 237 _	0	36	100	18	17	61	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	188	47	35	10	18	43	52
ASV 238 _	7	376	178	0	0	38	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	31	15	31	10	28	85	80
ASV 239 _	0	13	61	0	0	68	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	313	0	0	0	14	29
ASV 240 _	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	298	0	0	21	3	0	0
ASV 241 _	85	35	35	119	179	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	0	48	186	46	117	36
ASV 242 _	0	59	82	0	1	142	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39	62	6	52	219	154
ASV 243 _	30	53	47	113	43	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	129	41	96	49	73	98	55
ASV 244 _	45	252	16	0	17	38	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	54	330	16	64
ASV 245 _	0	309	113	2	0	104	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	39	0	195	45	35
ASV 246 _	7	139	85	22	3	126	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	65	0	79	6	51	100	58
ASV 247 _	7	45	74	36	0	34	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	92	191	88	11	26	57	29
ASV 248 _	0	39	38	0	0	17	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	68	4	17	207	98
ASV 249 _	0	383	262	0	0	36	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	53	0	100	0	35
ASV 250 _	0	0	0	0	0	0	0	3	43	5	59	13	53	64	167	49	249	26	121	7	33	20	0	0	0	0	0	0	0	0
ASV 251 _	34	20	0	234	344	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	58	6	1	0	15	3	8
ASV 252 _	287	0	0	173	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	118	0	0	0
ASV 253 _	2	66	33	0	2	78	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	124	7	190	110	101
ASV 254 _	11	399	144	0	0	19	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	35	3	103	88	67
ASV 255 _	162	0	6	62	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	184	4	0	0
ASV 256 _	112	51	0	107	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	18	0	153	92	85	115	59
ASV 257 _	0	582	80	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	91	30	45
ASV 258 _	187	15	0	75	298	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	0	0	228	28	0	8
ASV 259 _	0	487	183	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	29	22	54	0	69
ASV 260 _	0	43	127	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	87	214	0	0	58	270
ASV 261 _	35	137	8	92	18	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	0	144	91	202	50	45
ASV 262 _	15	9	0	118	390	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	29	11	7	3	30	45	26
ASV 263 _	14	60	56	83	39	8	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	159	11	49	18	62	83	16
ASV 264 _	65	314	43	21	0	75	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	160	125	0	28
ASV 265 _	18	348	141	66	19	7	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	27	26	0	86	37	7
ASV 266 _	118	0	10	81	104	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	120	0	0	93	0	0	0
ASV 267 _	0	155	86	0	0	17	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38	174	49	0	170	48	58
ASV 268 _	0	0	0	0	0	0	0	0	16	0	104	0	17	27	279	0	388	13	7	0	6	0	0	0	0	0	0	0	0	0
ASV 269 _	0	0	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 270 _	0	0	0	0	0	0	0	9	48	0	165	0	22	0	200	0	203	0	191	17	0	0	0	0	0	0	0	0	0	0
ASV 271 _	0	288	145	46	0	14	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	18	39	0	92	6	0
ASV 272 _	0	176	17	0	0	43	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	24	117	0	222	82	123
ASV 273 _	319	15	0	94	293	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	80	0	0	0
ASV 274 _	48	1	0	35	9	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	388	0	0	13	0	0	0
ASV 275 _	0	196	166	32	5	41	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	18	34	55	0	198	29	14
ASV 276 _	0	192	243	21	0	21	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	77	22	31	0	77	21	6
ASV 277 _	0	0	0	0	0	0	0	0	26	0	67	0	14	14	274	0	421	10	0	5	7	0	0	0	0	0	0	0	0	0
ASV 278 _	0	0	0	0	0	0	0	16	34	0	40	0	40	70	218	20	283	14	64	0	30	8	0	0	0	0	0	0	0	0
ASV 279 _	0	0	0	0	0	0	0	232	83	51	0	45	0	0	0	42	0	93	0	242	46	0	0	0	0	0	0	0	0	0
ASV 280 _	0	407	24	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	17	7	95	53	118	26	51
ASV 281 _	132	7	0	32	435	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	172	30	6	0
ASV 282 _	0	56	23	69	0	18	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	173	97	44	17	36	38	38
ASV 283 _	14	18	0	292	41	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	202	18	0	3	26	27	24
ASV 284 _	78	14	6	207	82	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	250	0	0	0	0	0	12
ASV 285 _	28	34	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	169	227	119	36
ASV 286 _	0	0	0	0	0	0	0	0	33	66	46	0	115	0	68	104	122	65	94	34	31	41	0	0	0	0	0	0	0	0
ASV 287 _	0	167	43	36	0	20	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	71	29	57	10	214	14	35
ASV 288 _	0	463	159	0	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	113	3	7
ASV 289 _	0	0	737	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	50	0	0	0	0	0	0
ASV 290 _	0	57	101	0	0	105	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	44	71	26	2	23	78	53
ASV 291 _	0	49	5	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	80	430	170
ASV 292 _	126	0	17	220	171	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	74	0	0	42	18	10	11
ASV 293 _	0	66	140	1	0	122	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	88	240	0	0	0	0	0
ASV 294 _	143	0	0	265	245	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	4	0	106	3	0	0
ASV 295 _	1	0	4	209	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	456	10	0	69	0	0	2
ASV 296 _	0	53	27	8	0	41	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	86	142	0	108	170	115
ASV 297 _	28	65	27	31	10	3	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	67	23	166	63	40	63	63
ASV 298 _	140	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	42	358	104	118	25
ASV 299 _	10	102	12	42	21	45	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	250	68	5	0	9	60	28
ASV 300 _	91	0	0	193	309	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	29	0	0	98	0	0	0
ASV 301 _	172	0	0	33	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	19	0	14
ASV 302 _	61	0	0	304	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	29	0	5	37	20	0	0
ASV 303 _	19	76	54	19	0	99	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	170	58	37	15	0	42	20
ASV 304 _	0	0	0	0	0	0	0	4	19	7	75	11	11	11	147	6	246	7	153	50	7	29	0	0	0	0	0	0	0	0
ASV 305 _	0	0	0	0	0	0	0	0	8	25	77	247	0	0	0	133	0	135	99	7	0	50	0	0	0	0	0	0	0	0
ASV 306 _	0	126	86	0	0	58	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	39	14	0	52	62	28
ASV 307 _	0	0	0	0	0	0	0	0	71	0	0	0	120	153	117	0	225	61	33	0	0	0	0	0	0	0	0	0	0	0
ASV 308 _	22	398	182	8	5	31	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	18	9	23	15	16
ASV 309 _	0	240	78	0	2	15	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	46	18	307	0	9
ASV 310 _	8	106	52	117	15	5	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	19	2	51	86	80	18	51
ASV 311 _	397	7	0	0	6	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	230	28	46	15
ASV 312 _	0	0	32	0	0	44	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3
ASV 313 _	34	76	66	7	0	114	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	21	69	49	38	93	123
ASV 314 _	11	58	0	0	0	45	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	119	0	61	224	144
ASV 315 _	0	65	12	0	0	95	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	6	0	15	248	210
ASV 316 _	20	63	136	22	15	29	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	45	61	47	69	106	52
ASV 317 _	11	341	123	56	5	5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	22	17	20	0	83	18	17
ASV 318 _	108	18	0	16	254	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	7	15	217	71	0	21
ASV 319 _	0	0	0	0	0	0	0	33	20	48	89	42	26	18	40	54	82	12	151	128	0	22	0	0	0	0	0	0	0	0
ASV 320 _	0	134	40	0	0	54	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	16	74	0	79	153	79
ASV 321 _	0	143	67	134	0	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	56	22	57	0	92	20	29
ASV 322 _	99	9	0	78	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	38	0	89	278	0	0	16
ASV 323 _	43	34	10	29	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	225	0	0	37	29	0	0
ASV 324 _	173	0	13	257	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	5	122	0	0	0
ASV 325 _	34	35	33	144	90	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	28	0	91	80	119	30	35
ASV 326 _	0	0	0	0	0	0	0	5	0	5	89	0	15	19	139	8	226	0	163	50	5	28	0	0	0	0	0	0	0	0
ASV 327 _	0	90	110	0	0	40	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	278	16	0	30	55	26
ASV 328 _	0	16	21	0	0	128	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	58	0	22	251	99
ASV 329 _	0	0	0	0	0	0	0	16	0	41	75	0	0	0	127	73	190	71	74	10	27	44	0	0	0	0	0	0	0	0
ASV 330 _	29	8	0	54	44	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	429	14	3	21	12	0	2
ASV 331 _	19	150	56	15	0	40	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	32	31	92	24	100	44	25
ASV 332 _	0	0	0	0	0	0	0	7	30	12	30	0	55	49	216	0	302	12	11	10	10	0	0	0	0	0	0	0	0	0
ASV 333 _	0	0	0	0	0	0	0	33	70	16	0	0	0	0	177	0	260	53	48	0	86	0	0	0	0	0	0	0	0	0
ASV 334 _	17	41	95	120	100	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	140	2	8	20	81	10	0
ASV 335 _	2	0	17	171	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	487	12	0	0	0	0	0
ASV 336 _	13	55	22	78	22	30	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	121	22	81	0	42	93	29
ASV 337 _	0	0	0	48	486	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	75	27	0	0	0	0	0
ASV 338 _	8	199	151	6	0	45	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	71	0	98	31	49
ASV 339 _	0	120	50	60	0	30	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	113	25	44	0	119	18	53
ASV 340 _	0	176	76	17	0	51	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	40	0	18	12	71	29	65
ASV 341 _	0	0	0	0	0	0	0	87	54	95	0	120	0	18	0	40	0	85	0	164	51	15	0	0	0	0	0	0	0	0
ASV 342 _	0	0	0	0	0	0	0	14	34	0	34	0	35	54	202	0	314	11	11	0	19	0	0	0	0	0	0	0	0	0
ASV 343 _	221	4	0	14	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	301	6	0	0
ASV 344 _	0	0	0	0	0	0	0	15	10	39	109	34	29	24	60	84	72	8	109	107	11	16	0	0	0	0	0	0	0	0
ASV 345 _	0	7	83	0	0	200	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	83	63
ASV 346 _	0	294	22	44	0	45	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	77	15	10	5	110	3	19
ASV 347 _	6	176	64	16	0	55	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	20	28	36	94	0	20
ASV 348 _	0	0	0	0	0	0	0	0	59	78	0	0	89	86	56	0	54	40	139	37	25	47	0	0	0	0	0	0	0	0
ASV 349 _	0	18	9	0	0	231	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	82	41
ASV 350 _	11	44	60	2	0	96	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	45	44	29	0	10	37	35
ASV 351 _	0	0	0	82	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	25	0	0	0	0	0	0
ASV 352 _	152	0	0	42	164	7	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	15	159	84	10	22
ASV 353 _	0	267	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	49	62	0	142	116	54
ASV 354 _	0	100	45	0	0	112	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	42	75	0	51	67	39
ASV 355 _	0	72	8	0	0	151	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	23	33	0	221	0	48
ASV 356 _	31	0	0	168	468	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	3	0	0	0	0	0
ASV 357 _	0	0	0	0	0	0	0	0	17	16	61	31	26	24	38	265	41	0	106	7	17	45	0	0	0	0	0	0	0	0
ASV 358 _	88	80	0	55	90	18	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	228	63	0	20
ASV 359 _	225	23	0	5	53	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	3	202	57	0	46
ASV 360 _	394	47	41	0	0	50	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	27	14
ASV 361 _	0	0	0	0	0	0	0	0	0	0	147	0	17	102	131	22	168	0	102	0	0	0	0	0	0	0	0	0	0	0
ASV 362 _	32	135	36	104	17	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	119	38	78	52	32
ASV 363 _	0	24	19	18	0	57	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	196	0	95	0	38	80	84
ASV 364 _	134	24	4	55	243	10	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	17	5	9	41	26	11	7
ASV 365 _	107	48	0	0	59	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	122	99	44	64	73
ASV 366 _	0	95	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	126	154	134
ASV 367 _	29	23	0	160	151	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	127	0	0	10	9	0	0
ASV 368 _	3	126	15	0	0	23	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	31	76	70	7	56	55	41
ASV 369 _	42	77	28	45	61	21	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	29	65	65	17	52	60
ASV 370 _	17	0	568	25	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	0	0	18	0	0	0
ASV 371 _	18	126	67	3	15	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	32	49	96	19	78	44	50
ASV 372 _	0	406	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	77	0	5
ASV 373 _	25	32	0	75	180	26	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	34	27	12	8	24	54	14
ASV 374 _	0	83	64	68	1	48	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	91	30	40	0	30	33	67
ASV 375 _	121	10	5	6	142	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	3	10	308	5	0	20
ASV 376 _	27	62	27	26	120	66	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	24	94	56	11	125
ASV 377 _	2	16	66	81	0	41	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	229	8	15	5	23	5	23
ASV 378 _	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	65	206	197
ASV 379 _	0	0	0	0	0	0	0	106	122	111	0	0	115	0	0	0	0	62	0	86	61	0	0	0	0	0	0	0	0	0
ASV 380 _	33	15	17	136	51	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	123	7	11	40	22	15	35
ASV 381 _	125	35	8	58	83	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	29	183	89	0	22
ASV 382 _	127	0	0	44	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	272	53	4	16
ASV 383 _	0	210	60	0	0	77	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	117	5	0	34	0	19
ASV 384 _	144	24	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	321	83	0	33
ASV 385 _	0	6	29	0	0	70	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	338	0	0	8	14	15
ASV 386 _	0	0	0	54	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	485	59	0	0	0	0	0
ASV 387 _	72	10	104	98	55	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	111	0	38	32	19	16	0
ASV 388 _	9	0	17	174	167	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	26	56	0	0	0	0	0
